-0.373556,1.026789,-0.155515,-0.683448,-0.698298,2.171307,1.705389,0.715802,0.717110,-0.237953,-0.481162,-1.727441,-0.859100,-0.456751,3.593682,-0.872760,0.208965,0.417648,-2.193450,-0.965607,-0.868924,-0.701439,-0.973824,-0.093593,1.591886,-0.585971,-0.851902,-0.270962,1.050224,1.508274,1.348432,-0.835891,0.472934,-0.677592,-1.917781,0.311278,0.529162,-0.837816,-0.435337,-0.451890,-0.768687,-0.605114,1.304136,0.417956,0.112198,0.098560,0.611574,-0.362520,-0.726190,-0.322357,-0.480806,-0.325985,-0.922548,-0.879403,-0.979314,-0.962136,-0.677950,-0.642450,-0.651696,-0.601022,-1.465206,0.645216,1.070675,1.137557,1.002438,0.609215,1.481268,0.330968,1.243440,-0.076183,0.666172,-0.308445,-1.341394,0.583082,0.513078,1.161226,0.318354,2.042005,0.758690,-1.020783,-0.941575,-0.874596,-1.125940,-1.074649,-1.021795,-1.119640,0.655677,-0.483639,0.008893,-0.297462,-0.233876,-0.544950,1.209774,-0.071012,0.375692,1.275339,-0.332676,-0.540113,-0.656882,-0.387206
-0.308836,0.029897,-0.664320,0.858835,-0.698298,-0.174542,-0.041505,-0.448973,-0.515151,0.237551,-0.287747,0.626580,-0.024430,-0.066910,-0.266031,0.069162,0.753624,-0.674102,1.593285,-0.041773,-0.254961,-0.386789,0.938822,-0.093593,1.762195,0.113704,-0.186753,-0.343902,-0.712331,-0.448103,0.006232,-0.975942,-0.295242,-0.143090,0.848457,-0.788876,0.478275,-0.785018,-0.325625,-0.688982,-0.484762,-0.442416,0.046651,0.565995,0.550849,0.883575,0.716861,-0.085801,-0.285893,-0.322357,-0.796609,-0.325985,-1.065810,-1.179808,-1.435497,-1.558395,-0.677950,-0.690171,-0.699299,-0.697480,0.379583,-0.326146,-0.124103,-0.049907,0.260104,0.216537,-0.153405,1.018439,-0.376490,-0.488979,0.666172,-0.423270,1.019354,0.979491,0.371247,0.687204,-0.456445,-0.516803,-0.754884,-0.801648,-0.813315,-0.831873,-0.272852,-0.435601,-0.520869,-0.394609,-0.647769,-1.979122,-0.046325,-0.297462,-0.233876,-0.592879,0.491418,1.088464,1.073396,0.831738,-0.249712,-0.540113,-0.219746,-0.387206
-0.438277,1.213666,0.226086,0.130538,-0.288567,-0.535434,-0.390890,-0.138368,-0.904280,-2.318268,-0.352216,0.626580,0.578391,2.272166,-0.316814,0.069162,-2.453735,-0.911445,-2.126977,0.249968,-0.203801,-0.281916,-0.162402,0.173311,-0.848997,-0.486014,-0.574761,-0.416841,-1.028723,-1.350994,-1.542430,0.937986,-1.063366,2.529369,-1.013409,0.253369,-1.048268,0.851636,-1.203343,-1.578061,-0.825470,-0.984751,0.815124,1.158124,1.281972,1.022104,0.137792,2.404661,1.970571,-0.322357,-0.616152,-0.325985,-1.065810,-1.430058,-1.131375,-1.450003,-0.724733,-0.785600,-0.746903,-0.745704,0.719402,-0.541999,-0.721497,-0.445728,1.559199,1.198258,1.932189,1.335778,-0.428750,-2.611938,0.666172,-0.480687,0.909572,1.602490,-0.621594,0.423844,1.695741,-0.756689,0.474889,-0.407218,-0.556794,-0.618241,0.625101,0.340334,0.134227,0.692957,-1.640875,0.181036,-0.764170,-0.297462,-0.233876,-0.832535,-0.637424,-1.056588,-2.039531,-1.774345,-0.498594,0.108022,-0.700597,-0.387206
-0.438277,-0.780077,-0.579521,0.558949,0.069949,-0.174542,0.936780,1.104064,1.300811,-0.654014,-0.352216,0.626580,-0.441764,0.378621,1.562249,0.290798,-1.001369,-0.674102,-0.399714,-0.382136,-0.152634,-0.229474,-0.220363,-0.293777,-0.962521,0.013751,-0.242181,-0.343902,0.101153,-0.899565,-0.922982,0.751304,-0.192820,0.213243,-0.375047,0.484985,-0.335872,0.640456,0.826309,1.800398,1.048422,0.859171,-1.420450,-0.272895,-0.228984,0.283265,-0.072782,0.799714,0.759790,-0.322357,-0.706375,-0.325985,2.325244,2.124228,1.555271,1.097799,0.585030,0.407378,0.157495,0.025893,0.379583,-0.541999,-0.938728,-0.898092,-1.348242,-1.288707,-0.829808,-0.515162,-0.376490,0.749410,-1.339073,-0.365862,-0.188471,-0.549625,-0.432485,-0.471571,0.705754,-0.236933,-0.234593,-0.231923,-0.300273,-0.276432,-0.183051,-0.344311,-0.405261,-0.530553,0.469476,0.845720,-0.046325,-0.297462,-0.233876,-0.257353,-1.458405,-1.404394,-1.502827,-1.275371,-0.415639,-0.378080,-0.044888,-0.387206
0.079493,-1.403135,1.879727,-1.197497,-0.390992,-0.400105,0.657266,1.026419,1.430531,1.664043,0.163558,0.626580,-1.230019,-1.737614,-0.875461,-0.761952,1.419362,0.370186,0.862516,-1.208683,-0.715434,-0.439231,-0.799946,-0.093593,-0.678698,0.063731,0.090399,0.458454,1.456991,0.053529,0.470833,-0.602481,0.882619,-1.568467,-1.332627,-0.151945,-0.742951,-0.573838,1.539414,1.918970,1.218781,1.347263,-1.560131,-2.542814,-2.665983,-2.071811,-3.178771,0.467640,0.044320,0.385931,1.910212,-0.035135,0.319268,0.171850,0.034532,-0.094771,0.070480,0.025623,-0.080508,-0.118778,0.282490,-0.380103,-0.178410,-0.558814,-1.719409,-1.943188,-0.886170,-1.361293,0.146073,1.869825,-1.339073,0.954597,-1.890411,-1.285882,-0.385208,-0.840266,0.404445,1.642177,-0.565684,-0.714000,-0.685054,-0.660964,-0.497341,-0.481246,-0.482336,-0.530553,1.586701,1.067282,0.119331,0.227055,0.084010,0.030239,-1.766308,-1.114565,-1.073420,-2.051589,0.165087,-0.324069,0.086256,2.411606
-0.373556,1.961396,-0.282719,-1.754423,-0.339785,3.705024,0.936780,0.793459,0.327980,-1.307805,-0.481162,-1.727441,-0.812732,0.044474,-0.367598,-1.870121,-1.425021,2.458814,-1.064077,-1.014232,-1.227096,-0.963647,-1.089747,-0.827582,-0.792234,-0.635954,-1.129023,-0.125073,2.134885,3.364294,2.071069,-1.162672,2.162933,-1.033917,-0.321852,-1.194180,0.936241,-1.207359,0.826309,0.259363,0.594147,0.696474,2.771271,-0.766360,-1.155037,-1.425324,-0.704505,-0.971330,-1.881945,-0.145280,0.962833,-0.229034,0.701369,0.622392,0.592141,0.447302,0.772137,0.645969,0.585887,0.459914,-2.678895,2.156271,2.917103,3.003524,2.177741,1.983593,2.326759,-0.409400,3.438179,0.395580,0.666172,-0.308445,-1.286535,-0.209819,0.749475,-1.156284,1.222250,2.481737,0.096500,-0.801648,-0.685054,-0.404609,-1.036109,-0.709461,-0.752075,-0.666498,1.028089,0.402597,1.996817,-0.297462,0.401888,0.509556,-0.893989,-0.940646,0.161010,-1.108992,-0.083795,-0.864178,-0.569453,-0.387206
0.079493,3.394418,0.141289,-1.197497,0.326034,2.441944,1.216283,1.647629,0.976541,-1.723941,0.099090,0.626580,0.532013,1.214003,0.343399,-0.983578,-1.425021,0.227778,-1.329746,0.395833,-0.510782,-0.281916,-0.741989,-0.093593,-0.394875,-0.236138,-0.408466,-0.198013,-0.441174,0.504994,0.419207,-0.975942,-0.039183,-0.855754,0.316499,-1.136260,0.325627,-0.679423,-0.764464,2.570906,0.139867,-0.442416,2.491801,0.467302,0.209668,0.560332,0.769504,-0.583900,-0.285893,-0.056746,0.376359,0.352662,-0.158347,-0.078445,0.034532,0.230477,0.725366,0.884572,0.966694,1.086840,-1.610818,1.238830,2.156839,2.438095,2.363325,2.179875,2.270407,0.172309,1.974983,-0.430013,0.666172,-0.365862,0.909572,0.299900,-0.527040,-1.682964,1.222250,-0.476820,0.096500,0.732243,0.725801,0.620819,1.074058,0.933727,0.750781,0.783583,1.524620,1.455010,-0.377638,-0.297462,-0.233876,1.468181,-0.329563,-0.824693,-1.771125,0.720840,-0.166758,0.378073,-0.613167,-0.387206
-0.438277,0.279120,-0.621926,0.858835,-0.647080,-0.490328,-0.740272,-0.681932,-0.644861,-1.010642,-0.481162,-1.727441,0.995708,1.436774,-0.215248,0.623242,-1.243465,-0.816510,-1.064077,0.882044,0.563663,0.399825,0.591065,-0.760858,0.399831,0.413563,0.090399,-0.416841,-1.209515,-0.548428,-0.458360,0.284482,-0.602506,1.698005,0.635674,0.137570,-0.539417,0.587658,-0.215913,-0.451890,-0.541545,-0.442416,-0.093072,0.960738,0.892051,0.467980,1.085396,1.076422,1.585368,-0.322357,-0.841721,-0.325985,-0.397165,-0.929463,-0.979314,-1.341506,-0.584397,-0.690171,-0.651696,-0.697480,0.670862,-0.595956,-0.612882,-0.502271,0.321968,0.347433,-0.491601,1.177109,-0.637765,-0.606922,0.666172,-0.365862,-0.902203,1.149457,-0.716158,1.635257,-0.026002,-0.716707,0.001902,0.688414,0.640288,0.492641,0.310821,0.477259,0.635182,0.647639,-1.206413,1.067282,-0.267199,-0.297462,-0.233876,-0.640808,0.440100,0.740648,0.000001,0.609943,0.248050,-1.080266,-0.394595,-0.387206
-0.308836,-0.094714,-0.621926,0.901669,-0.647080,-0.535434,0.168127,-0.060714,-0.126010,-0.594581,-0.287747,0.626580,-0.070801,0.601392,-0.570741,-0.207872,-0.517239,-0.579167,0.663219,-0.090396,-0.306121,-0.491672,0.185351,0.373489,-1.416654,1.562988,0.977312,-0.343902,-0.621945,-0.648752,-0.251867,-0.695841,-0.960996,0.866517,-0.641038,-0.383562,0.376513,-0.521041,0.058354,-0.866787,0.594147,0.371080,-0.302658,0.269916,0.307148,0.745047,-0.283356,0.855052,0.979924,-0.322357,-0.571040,-0.325985,-0.492690,-0.979524,-0.421693,-0.853681,-0.724733,-0.737880,-0.746903,-0.745704,0.865047,-0.595956,-0.721497,-0.615368,0.074522,0.151099,0.015704,0.278081,-0.585517,-0.665899,0.666172,-0.423270,0.744867,0.186631,-0.668881,-1.419624,0.490526,-0.396864,-0.423793,-0.451047,-0.514037,-0.575509,-0.138156,-0.344311,-0.482336,-0.349291,-0.709840,-0.095911,-0.488077,-0.297462,-0.233876,-0.880464,1.055875,-0.476835,0.697725,0.609943,-0.332676,-0.324069,-0.350890,-0.387206
-0.308836,-0.406243,1.455678,-0.854808,-0.339785,-0.445211,0.028371,0.094590,-0.061157,-0.000201,-0.223270,0.626580,-0.627248,-0.289673,-0.519958,-1.205233,0.087935,0.275251,1.327504,-0.673876,-0.715434,-0.596556,-0.568111,-0.694134,-0.394875,-0.935813,-0.463894,-0.198013,0.462705,0.705643,1.090292,-1.115982,0.626561,-0.380643,0.422890,-1.078341,1.038013,-1.207359,1.210307,-0.333350,0.764496,0.967636,-0.442382,-1.210508,-1.252517,-1.286806,-0.599218,0.246261,0.044320,-0.056746,1.188423,-0.325985,-0.349397,-0.879403,-0.725846,-0.691051,-0.584397,-0.642450,-0.604103,-0.601022,0.622310,-0.541999,-0.232718,-0.219546,-0.234782,-0.568799,0.410274,-0.673811,-0.219723,-0.371046,0.666172,-0.308445,0.086037,-0.549625,0.229416,-0.050195,0.146172,1.322354,0.900590,-0.801648,-0.813315,-0.831873,-1.036109,-0.846386,-0.867683,-0.711816,-0.585699,-1.314458,-0.267199,-0.297462,-0.233876,-0.640808,0.029615,0.160895,-0.161011,-0.166347,-0.332676,-0.162036,-0.656882,-0.387206
